carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,18335.060230149433
1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,10020.72873742128
0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,744.0198339817935
1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,4938.610721304944
0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,926.8269800651225
0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,619.7311094748455
0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,298.17099147102743
0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2552.8122107796926
0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,2037.2633903110766
0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3061.6866733652387
1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,9354.542306771074
1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5271.546551568608
0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1170.1651453445202
1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,8217.286869380616
1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3283.9753790472496
0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,598.035759713432
0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,867.1412192375166
0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2198.098158878917
2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13798.480345901602
1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,8719.24879407537
1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6367.850851075766
2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,15814.591110232725
0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,859.2707387734729
0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1738.3298996873525
1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5243.189839944291
0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,852.8100649963442
0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1036.141428301769
0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,599.0947740945415
0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3933.63362201601
1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9135.75267500505
0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,918.6296062403194
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1432.442201161519
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,2986.5938196364414
0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1737.2926185238339
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1930.0424114508226
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2258.7124626596446
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4668.270381449721
0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,636.3431571926753
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,3774.41794748855
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,8065.319989885067
0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2370.0210544990027
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5605.744512969389
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1508.9580424131584
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,721.8318886248207
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,900.1777416832001
0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,935.5911515416889
0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,844.6852636542941
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1877.2420315528784
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,8564.067506660833
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1414.6301688275892
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1897.652850260062
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,615.1026803162817
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,742.1814049013657
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,885.7577714776884
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,2761.620540290562
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,3718.208867692814
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,674.7077300930519
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2618.313649160434
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1469.1684804272445
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1122.8738315656171
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,1085.848314755092
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,8879.002393233977
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,750.8606147205913
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,3869.5297754905637
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7815.198706115893
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,3446.499289142622
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1247.8524104087098
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,1073.7283962876863
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,987.4096345346202
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2337.394350602156
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,5377.0118998411035
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1506.2215723921852
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3579.9599698184506
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3865.9277089154198
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1681.7801337174014
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5504.352689213279
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,1367.0667995137528
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,633.2345141579332
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1636.5392674205084
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,2109.509342648654
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3344.704923170461
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2603.549460543526
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,580.246605186871
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1621.8531308219958
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1370.1326725889676
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1373.2796117910514
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,8300.947127669835
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,761.9967206226112
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2945.8220190265406
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4955.864644125559
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5326.0197068844545
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,11578.961918039744
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,551.8659844858952
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,800.8758781203293
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,4686.809922680288
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3091.1032760905878
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,2464.433478841083
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1742.5788482205999
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5637.962363591644
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1291.8787038713017
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,3278.531029379999
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13429.564306631917
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,4262.4056689566005
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3064.314681704863
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,606.7737038382523
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1076.463646919407
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,596.066167535248
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4047.021100854359
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3352.949692336104
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1624.83030441269
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1893.4091943493845
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,6251.918852987301
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2278.004832553388
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,18404.8949989811
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,709.44278388888
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,592.9134416307996
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,738.9530022378776
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,704.486793081983
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1564.2601707790395
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,726.1396508728731
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,2236.150162603489
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,10253.61447022877
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,881.2380020927944
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,18560.87720227345
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1179.2317469348409
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1307.4358986993655
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2605.4679705097283
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,4900.63959767314
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1821.0264514929831
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,690.0240828252591
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1365.0891781863584
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3418.9532610696588
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,999.302865697448
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,555.468125088884
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,14351.798841045236
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2185.033289703254
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,6165.4774355847285
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,10916.818108596412
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1357.3517728608626
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,1002.082757959244
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2386.616197127639
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,1303.3501679960525
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1467.2959202566017
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7199.695084213348
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,8352.34865489026
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,794.5854302849766
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,8652.022920895533
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2578.44219919927
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,439.91428207301806
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1621.1991894951677
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1613.6540775469095
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4203.907046166418
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,7082.2448713652175
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1123.4465087707345
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,5398.8628946323
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,917.1012338524006
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,980.350510698265
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,10224.443468667281
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,1057.2222539056324
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,3399.444991867342
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,4042.5746044123093
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,4825.312284937393
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,7534.728552916449
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,10991.39620269978
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2279.5613681856103
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,3939.9729071325314
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,15225.604276441032
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,1708.974757240154
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,729.1577397168393
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,5908.778925991756
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1180.676477907092
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,473.29210400729767
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,440.7665083098286
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1276.7751641682241
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,3419.008597680719
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3512.8847387815586
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,5461.0875554436925
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,464.9901467741843
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9217.590157348377
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,670.3020040898293
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2439.773395592257
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,1072.4786521545373
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,878.4071762421116
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,15771.474685637517
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,724.7209447305465
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,3306.8272634735936
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,581.820079339163
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2237.0642090799543
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,741.6735835583515
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,5723.803289306074
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,4529.145237835768
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,2848.638296038953
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2692.995618888968
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3582.4271208882465
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,653.4462039761552
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,22291.93844522486
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2674.6029531308586
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4305.715062344579
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5193.011137503025
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,4211.266870606079
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2830.4702495686033
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1181.4181693624705
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,858.1694218989657
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4024.211673082538
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,692.7840520041739
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3449.8973070580955
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,634.2374763134501
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,6468.352753892804
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6038.644864878019
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,623.1888432288225
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,416.0500586864149
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2171.886538650585
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,3870.423077834698
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,613.9640872526004
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,9520.052303651773
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2914.4364756209225
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6579.705763271638
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1138.8995008737322
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4927.418839038216
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,3531.357804939345
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,15024.119483791279
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,655.5120144584375
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,556.8135007061655
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,3048.039437012303
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3307.9156932349974
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,3566.7739004254345
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,4525.332535459355
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,10875.732846298348
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1182.4250336984212
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,1668.4379342411733
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,723.3635562735508
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,2986.6216383239007
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,882.7404421786033
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,614.2922814710802
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,719.482284688351
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3071.101354676048
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4039.516334600582
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3467.716764570115
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,1240.7099836051152
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2298.0829402062304
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,2983.045083702576
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,6592.123291736808
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,697.1075244496853
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,2787.156416402301
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,1691.3536415677827
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,3898.812710621593
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,12347.11889868706
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,739.000436063366
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,2166.7288133131283
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,583.2583834194938
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,1829.460359142677
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,4056.251771422297
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,672.5498586222744
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,687.7549469751588
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,5275.791806350319
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,5744.860595673687
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,615.8219279786169
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,2521.618729104078
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,709.2829821430211
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,3411.932469609867
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,770.6414833740037
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,8956.67795320808
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,2882.9785392829467
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,3000.314977828098
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2570.092168873532
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,3761.4826289445864
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,2288.72729547507
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,485.2833542683934
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,4186.00295095008
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5756.228955018715
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4299.217655214924
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,1000.6582652520253
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,1930.1341206343045
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3265.7815840574076
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,718.0637238892355
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,3318.2682867044396
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,3770.778193342323
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,7510.953208909513
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,6511.098652769374
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,1722.1056791710932
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,2745.1770090242003
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,1309.33978140572
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,5361.347068974056
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,982.5623610038015
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,431.7093131996652
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,673.7578708039454
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3286.6955034656366
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,5672.018028647923
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,7191.715319447172
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,16723.80445938133
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4186.633247269727
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,884.5683398417186
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,531.5584455299409
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,3308.612998059925
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,6702.448068573234
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4436.804374176171
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,4366.862059142772
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,5195.334810451459
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,641.1768635372009
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,5083.068726386911
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,419.9649931778132
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,6110.539984805032
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,6520.980198939501
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21,4803.967714901492
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,623.0178730737433
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,984.1464983555076
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,5618.401931948077
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,457.36923869738234
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,16338.547573952874
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,395.25215071238756
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,2041.4295120532329
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,13504.194967269957
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,733.9303992428505
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,422.3217273117575
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,14228.320261660077
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,491.9576219855609
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,3753.6551567948704
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,11941.225575463863
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,4730.896453671919
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6071.22327477278
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,3537.776464406198
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,8869.153214086185
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,1746.0247280271706
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,831.9578761068165
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,286.1212249929597
0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,2280.204498300352
